card_name,rarity,market_price,date
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.8,2026-01-25
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.83,2026-01-25
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.7,2026-01-25
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,305.81,2026-01-25
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.96,2026-01-25
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,6.09,2026-01-25
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.43,2026-01-25
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.47,2026-01-25
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.57,2026-01-25
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.38,2026-01-25
Umbreon ex - 060/131 | Holofoil,Double Rare,3.98,2026-01-25
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,864.44,2026-01-25
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.31,2026-01-25
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.19,2026-01-25
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,178.71,2026-01-25
Walking Wake ex | Holofoil,Hyper Rare,5.86,2026-01-25
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.3,2026-01-25
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.79,2026-01-25
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.34,2026-01-26
Applin (Master Ball Pattern) | Holofoil,Common,2.1,2026-01-26
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.83,2026-01-26
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.49,2026-01-26
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.82,2026-01-26
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.09,2026-01-26
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.29,2026-01-26
Budew (Master Ball Pattern) | Holofoil,Common,3.41,2026-01-26
Ceruledge ex | Holofoil,Special Illustration Rare,92.97,2026-01-26
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.78,2026-01-26
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.7,2026-01-26
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,88.54,2026-01-26
Drakloak (Master Ball Pattern) | Holofoil,Common,2.38,2026-01-26
Drayton | Holofoil,Special Illustration Rare,15.88,2026-01-26
Dreepy (Master Ball Pattern) | Holofoil,Common,3.18,2026-01-26
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.36,2026-01-26
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.41,2026-01-26
Duskull (Master Ball Pattern) | Holofoil,Common,2.17,2026-01-26
Eevee (Master Ball Pattern) | Holofoil,Common,10.05,2026-01-26
Eevee ex - 075/131 | Holofoil,Double Rare,3.8,2026-01-26
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,115.09,2026-01-26
Espeon (Master Ball Pattern) | Holofoil,Rare,19.23,2026-01-26
Espeon ex - 034/131 | Holofoil,Double Rare,2.27,2026-01-26
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,199.0,2026-01-26
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.78,2026-01-26
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.14,2026-01-26
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.48,2026-01-26
Flareon (Master Ball Pattern) | Holofoil,Rare,17.26,2026-01-26
Flareon ex - 014/131 | Holofoil,Double Rare,2.99,2026-01-26
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.28,2026-01-26
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.33,2026-01-26
Furfrou (Master Ball Pattern) | Holofoil,Common,5.54,2026-01-26
Gholdengo ex | Holofoil,Special Illustration Rare,52.03,2026-01-26
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.77,2026-01-26
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,176.22,2026-01-26
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.59,2026-01-26
Groudon (Master Ball Pattern) | Holofoil,Rare,8.51,2026-01-26
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.34,2026-01-26
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.52,2026-01-26
Houndoom (Master Ball Pattern) | Holofoil,Common,8.04,2026-01-26
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.14,2026-01-26
Iron Crown ex | Holofoil,Special Illustration Rare,34.75,2026-01-26
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.24,2026-01-26
Iron Leaves ex | Holofoil,Hyper Rare,5.15,2026-01-26
Iron Valiant ex | Holofoil,Special Illustration Rare,41.16,2026-01-26
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,27.05,2026-01-26
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.72,2026-01-26
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,143.03,2026-01-26
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.66,2026-01-26
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.62,2026-01-26
Larvitar (Master Ball Pattern) | Holofoil,Common,2.44,2026-01-26
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.61,2026-01-26
Leafeon ex - 006/131 | Holofoil,Double Rare,2.51,2026-01-26
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,239.17,2026-01-26
Lopunny (Master Ball Pattern) | Holofoil,Common,6.66,2026-01-26
Munkidori (Master Ball Pattern) | Holofoil,Rare,9.87,2026-01-26
Noctowl (Master Ball Pattern) | Holofoil,Rare,7.98,2026-01-26
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.73,2026-01-26
Palafin ex | Holofoil,Special Illustration Rare,40.45,2026-01-26
Pecharunt ex | Holofoil,Special Illustration Rare,29.37,2026-01-26
Pikachu ex - 179/131 | Holofoil,Hyper Rare,40.77,2026-01-26
Pupitar (Master Ball Pattern) | Holofoil,Common,7.23,2026-01-26
Raging Bolt ex | Holofoil,Special Illustration Rare,65.21,2026-01-26
Riolu (Master Ball Pattern) | Holofoil,Common,9.83,2026-01-26
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.6,2026-01-26
Roaring Moon ex | Holofoil,Special Illustration Rare,156.86,2026-01-26
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.4,2026-01-26
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.99,2026-01-26
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.21,2026-01-26
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.81,2026-01-26
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.78,2026-01-26
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.87,2026-01-26
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,305.81,2026-01-26
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.96,2026-01-26
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,6.14,2026-01-26
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.53,2026-01-26
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.47,2026-01-26
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.04,2026-01-26
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.22,2026-01-26
Umbreon ex - 060/131 | Holofoil,Double Rare,4.38,2026-01-26
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,865.0,2026-01-26
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.26,2026-01-26
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.18,2026-01-26
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,157.8,2026-01-26
Walking Wake ex | Holofoil,Hyper Rare,5.84,2026-01-26
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.26,2026-01-26
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.8,2026-01-26
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.45,2026-01-27
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.88,2026-01-27
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.57,2026-01-27
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.69,2026-01-27
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.09,2026-01-27
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.29,2026-01-27
Budew (Master Ball Pattern) | Holofoil,Common,3.38,2026-01-27
Ceruledge ex | Holofoil,Special Illustration Rare,92.84,2026-01-27
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.85,2026-01-27
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.65,2026-01-27
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,87.13,2026-01-27
Drakloak (Master Ball Pattern) | Holofoil,Common,2.42,2026-01-27
Drayton | Holofoil,Special Illustration Rare,15.9,2026-01-27
Dreepy (Master Ball Pattern) | Holofoil,Common,3.1,2026-01-27
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.36,2026-01-27
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.57,2026-01-27
Duskull (Master Ball Pattern) | Holofoil,Common,2.08,2026-01-27
Eevee (Master Ball Pattern) | Holofoil,Common,10.05,2026-01-27
Eevee ex - 075/131 | Holofoil,Double Rare,3.91,2026-01-27
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,115.37,2026-01-27
Espeon (Master Ball Pattern) | Holofoil,Rare,19.18,2026-01-27
Espeon ex - 034/131 | Holofoil,Double Rare,2.05,2026-01-27
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,199.74,2026-01-27
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.7,2026-01-27
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.21,2026-01-27
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.39,2026-01-27
Flareon (Master Ball Pattern) | Holofoil,Rare,17.32,2026-01-27
Flareon ex - 014/131 | Holofoil,Double Rare,3.29,2026-01-27
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.11,2026-01-27
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.36,2026-01-27
Furfrou (Master Ball Pattern) | Holofoil,Common,5.54,2026-01-27
Gholdengo ex | Holofoil,Special Illustration Rare,51.13,2026-01-27
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.81,2026-01-27
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.37,2026-01-27
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.68,2026-01-27
Groudon (Master Ball Pattern) | Holofoil,Rare,8.57,2026-01-27
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.21,2026-01-27
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.58,2026-01-27
Houndoom (Master Ball Pattern) | Holofoil,Common,8.04,2026-01-27
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.23,2026-01-27
Iron Crown ex | Holofoil,Special Illustration Rare,34.84,2026-01-27
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.24,2026-01-27
Iron Leaves ex | Holofoil,Hyper Rare,5.12,2026-01-27
Iron Valiant ex | Holofoil,Special Illustration Rare,41.24,2026-01-27
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,27.35,2026-01-27
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.84,2026-01-27
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,142.98,2026-01-27
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.58,2026-01-27
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.29,2026-01-27
Larvitar (Master Ball Pattern) | Holofoil,Common,2.31,2026-01-27
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.28,2026-01-27
Leafeon ex - 006/131 | Holofoil,Double Rare,2.67,2026-01-27
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,239.17,2026-01-27
Lopunny (Master Ball Pattern) | Holofoil,Common,6.58,2026-01-27
Munkidori (Master Ball Pattern) | Holofoil,Rare,9.87,2026-01-27
Noctowl (Master Ball Pattern) | Holofoil,Rare,7.98,2026-01-27
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.7,2026-01-27
Palafin ex | Holofoil,Special Illustration Rare,40.22,2026-01-27
Pecharunt ex | Holofoil,Special Illustration Rare,29.03,2026-01-27
Pikachu ex - 179/131 | Holofoil,Hyper Rare,41.13,2026-01-27
Pupitar (Master Ball Pattern) | Holofoil,Common,7.34,2026-01-27
Raging Bolt ex | Holofoil,Special Illustration Rare,65.36,2026-01-27
Riolu (Master Ball Pattern) | Holofoil,Common,9.88,2026-01-27
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.51,2026-01-27
Roaring Moon ex | Holofoil,Special Illustration Rare,156.74,2026-01-27
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.56,2026-01-27
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.88,2026-01-27
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.17,2026-01-27
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.73,2026-01-27
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.78,2026-01-27
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.92,2026-01-27
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,307.12,2026-01-27
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.93,2026-01-27
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,6.15,2026-01-27
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.53,2026-01-27
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.38,2026-01-27
Umbreon (Master Ball Pattern) | Holofoil,Rare,58.84,2026-01-27
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.27,2026-01-27
Umbreon ex - 060/131 | Holofoil,Double Rare,3.97,2026-01-27
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,889.6,2026-01-27
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.51,2026-01-27
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.13,2026-01-27
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,157.07,2026-01-27
Walking Wake ex | Holofoil,Hyper Rare,5.84,2026-01-27
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.23,2026-01-27
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.87,2026-01-27
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.38,2026-01-28
Applin (Master Ball Pattern) | Holofoil,Common,2.03,2026-01-28
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.81,2026-01-28
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.62,2026-01-28
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.62,2026-01-28
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.09,2026-01-28
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.3,2026-01-28
Budew (Master Ball Pattern) | Holofoil,Common,3.33,2026-01-28
Ceruledge ex | Holofoil,Special Illustration Rare,92.84,2026-01-28
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.78,2026-01-28
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.7,2026-01-28
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,85.31,2026-01-28
Drakloak (Master Ball Pattern) | Holofoil,Common,2.43,2026-01-28
Drayton | Holofoil,Special Illustration Rare,15.9,2026-01-28
Dreepy (Master Ball Pattern) | Holofoil,Common,3.16,2026-01-28
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.36,2026-01-28
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.7,2026-01-28
Duskull (Master Ball Pattern) | Holofoil,Common,2.16,2026-01-28
Eevee (Master Ball Pattern) | Holofoil,Common,10.05,2026-01-28
Eevee ex - 075/131 | Holofoil,Double Rare,4.1,2026-01-28
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,115.59,2026-01-28
Espeon (Master Ball Pattern) | Holofoil,Rare,19.18,2026-01-28
Espeon ex - 034/131 | Holofoil,Double Rare,2.09,2026-01-28
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,199.74,2026-01-28
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.74,2026-01-28
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.23,2026-01-28
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.41,2026-01-28
Flareon (Master Ball Pattern) | Holofoil,Rare,17.28,2026-01-28
Flareon ex - 014/131 | Holofoil,Double Rare,3.49,2026-01-28
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.11,2026-01-28
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.4,2026-01-28
Furfrou (Master Ball Pattern) | Holofoil,Common,5.52,2026-01-28
Gholdengo ex | Holofoil,Special Illustration Rare,51.38,2026-01-28
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.78,2026-01-28
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.4,2026-01-28
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.54,2026-01-28
Groudon (Master Ball Pattern) | Holofoil,Rare,8.05,2026-01-28
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,17.93,2026-01-28
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.52,2026-01-28
Houndoom (Master Ball Pattern) | Holofoil,Common,8.04,2026-01-28
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.25,2026-01-28
Iron Crown ex | Holofoil,Special Illustration Rare,34.55,2026-01-28
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.27,2026-01-28
Iron Leaves ex | Holofoil,Hyper Rare,5.09,2026-01-28
Iron Valiant ex | Holofoil,Special Illustration Rare,41.41,2026-01-28
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,27.35,2026-01-28
Jolteon (Master Ball Pattern) | Holofoil,Rare,17.4,2026-01-28
Jolteon ex - 030/131 | Holofoil,Double Rare,2.13,2026-01-28
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,142.98,2026-01-28
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.51,2026-01-28
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.03,2026-01-28
Larvitar (Master Ball Pattern) | Holofoil,Common,2.29,2026-01-28
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.12,2026-01-28
Leafeon ex - 006/131 | Holofoil,Double Rare,2.74,2026-01-28
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,238.37,2026-01-28
Lopunny (Master Ball Pattern) | Holofoil,Common,6.47,2026-01-28
Munkidori (Master Ball Pattern) | Holofoil,Rare,9.86,2026-01-28
Noctowl (Master Ball Pattern) | Holofoil,Rare,8.1,2026-01-28
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.7,2026-01-28
Palafin ex | Holofoil,Special Illustration Rare,40.22,2026-01-28
Pecharunt ex | Holofoil,Special Illustration Rare,29.02,2026-01-28
Pikachu ex - 179/131 | Holofoil,Hyper Rare,41.43,2026-01-28
Pupitar (Master Ball Pattern) | Holofoil,Common,7.35,2026-01-28
Raging Bolt ex | Holofoil,Special Illustration Rare,65.24,2026-01-28
Riolu (Master Ball Pattern) | Holofoil,Common,9.96,2026-01-28
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.51,2026-01-28
Roaring Moon ex | Holofoil,Special Illustration Rare,156.74,2026-01-28
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.56,2026-01-28
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.77,2026-01-28
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.14,2026-01-28
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.8,2026-01-28
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.92,2026-01-28
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.94,2026-01-28
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,307.12,2026-01-28
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.73,2026-01-28
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,6.27,2026-01-28
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.57,2026-01-28
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.5,2026-01-28
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.18,2026-01-28
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.16,2026-01-28
Umbreon ex - 060/131 | Holofoil,Double Rare,4.17,2026-01-28
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,944.2,2026-01-28
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.51,2026-01-28
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.22,2026-01-28
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,157.07,2026-01-28
Walking Wake ex | Holofoil,Hyper Rare,5.78,2026-01-28
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.2,2026-01-28
Whimsicott (Master Ball Pattern) | Holofoil,Rare,10.0,2026-01-28
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.21,2026-01-29
Applin (Master Ball Pattern) | Holofoil,Common,2.06,2026-01-29
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.79,2026-01-29
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.59,2026-01-29
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.62,2026-01-29
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.36,2026-01-29
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.3,2026-01-29
Budew (Master Ball Pattern) | Holofoil,Common,3.34,2026-01-29
Ceruledge ex | Holofoil,Special Illustration Rare,92.87,2026-01-29
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.74,2026-01-29
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.75,2026-01-29
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,85.36,2026-01-29
Drakloak (Master Ball Pattern) | Holofoil,Common,2.67,2026-01-29
Drayton | Holofoil,Special Illustration Rare,15.94,2026-01-29
Dreepy (Master Ball Pattern) | Holofoil,Common,3.17,2026-01-29
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.44,2026-01-29
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.7,2026-01-29
Duskull (Master Ball Pattern) | Holofoil,Common,2.24,2026-01-29
Eevee (Master Ball Pattern) | Holofoil,Common,9.99,2026-01-29
Eevee ex - 075/131 | Holofoil,Double Rare,3.92,2026-01-29
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,115.65,2026-01-29
Espeon (Master Ball Pattern) | Holofoil,Rare,19.22,2026-01-29
Espeon ex - 034/131 | Holofoil,Double Rare,2.03,2026-01-29
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,199.24,2026-01-29
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.74,2026-01-29
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.22,2026-01-29
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.41,2026-01-29
