card_name,rarity,market_price,date
Noctowl (Master Ball Pattern) | Holofoil,Rare,7.99,2026-01-21
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.82,2026-01-21
Palafin ex | Holofoil,Special Illustration Rare,41.74,2026-01-21
Pecharunt ex | Holofoil,Special Illustration Rare,29.17,2026-01-21
Pikachu ex - 179/131 | Holofoil,Hyper Rare,39.3,2026-01-21
Pupitar (Master Ball Pattern) | Holofoil,Common,7.26,2026-01-21
Raging Bolt ex | Holofoil,Special Illustration Rare,64.66,2026-01-21
Riolu (Master Ball Pattern) | Holofoil,Common,9.28,2026-01-21
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.4,2026-01-21
Roaring Moon ex | Holofoil,Special Illustration Rare,156.47,2026-01-21
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.48,2026-01-21
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,6.13,2026-01-21
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.09,2026-01-21
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.75,2026-01-21
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.68,2026-01-21
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.7,2026-01-21
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,305.98,2026-01-21
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.92,2026-01-21
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,5.74,2026-01-21
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.4,2026-01-21
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.65,2026-01-21
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.63,2026-01-21
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.25,2026-01-21
Umbreon ex - 060/131 | Holofoil,Double Rare,4.33,2026-01-21
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,833.33,2026-01-21
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.26,2026-01-21
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.0,2026-01-21
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,178.06,2026-01-21
Walking Wake ex | Holofoil,Hyper Rare,5.41,2026-01-21
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.15,2026-01-21
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.81,2026-01-21
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.55,2026-01-22
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.75,2026-01-22
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.14,2026-01-22
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.68,2026-01-22
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.63,2026-01-22
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.27,2026-01-22
Budew (Master Ball Pattern) | Holofoil,Common,3.59,2026-01-22
Ceruledge ex | Holofoil,Special Illustration Rare,93.05,2026-01-22
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.62,2026-01-22
Crispin - 171/131 | Holofoil,Special Illustration Rare,22.06,2026-01-22
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,88.38,2026-01-22
Drakloak (Master Ball Pattern) | Holofoil,Common,2.59,2026-01-22
Drayton | Holofoil,Special Illustration Rare,15.91,2026-01-22
Dreepy (Master Ball Pattern) | Holofoil,Common,3.12,2026-01-22
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.39,2026-01-22
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.39,2026-01-22
Duskull (Master Ball Pattern) | Holofoil,Common,2.23,2026-01-22
Eevee (Master Ball Pattern) | Holofoil,Common,10.36,2026-01-22
Eevee ex - 075/131 | Holofoil,Double Rare,3.61,2026-01-22
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,113.21,2026-01-22
Espeon (Master Ball Pattern) | Holofoil,Rare,19.47,2026-01-22
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,198.84,2026-01-22
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.97,2026-01-22
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.0,2026-01-22
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.78,2026-01-22
Flareon (Master Ball Pattern) | Holofoil,Rare,16.82,2026-01-22
Flareon ex - 014/131 | Holofoil,Double Rare,3.05,2026-01-22
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,157.9,2026-01-22
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.14,2026-01-22
Furfrou (Master Ball Pattern) | Holofoil,Common,5.49,2026-01-22
Gholdengo ex | Holofoil,Special Illustration Rare,52.68,2026-01-22
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.76,2026-01-22
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.47,2026-01-22
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.63,2026-01-22
Groudon (Master Ball Pattern) | Holofoil,Rare,8.03,2026-01-22
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.65,2026-01-22
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.36,2026-01-22
Houndoom (Master Ball Pattern) | Holofoil,Common,7.88,2026-01-22
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,4.65,2026-01-22
Iron Crown ex | Holofoil,Special Illustration Rare,34.22,2026-01-22
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.19,2026-01-22
Iron Leaves ex | Holofoil,Hyper Rare,5.15,2026-01-22
Iron Valiant ex | Holofoil,Special Illustration Rare,40.95,2026-01-22
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,26.94,2026-01-22
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.88,2026-01-22
Jolteon ex - 030/131 | Holofoil,Double Rare,2.07,2026-01-22
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,141.3,2026-01-22
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.57,2026-01-22
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.87,2026-01-22
Larvitar (Master Ball Pattern) | Holofoil,Common,2.38,2026-01-22
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.46,2026-01-22
Leafeon ex - 006/131 | Holofoil,Double Rare,2.39,2026-01-22
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,241.0,2026-01-22
Lopunny (Master Ball Pattern) | Holofoil,Common,6.8,2026-01-22
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.36,2026-01-22
Noctowl (Master Ball Pattern) | Holofoil,Rare,8.03,2026-01-22
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.81,2026-01-22
Palafin ex | Holofoil,Special Illustration Rare,41.74,2026-01-22
Pecharunt ex | Holofoil,Special Illustration Rare,29.01,2026-01-22
Pikachu ex - 179/131 | Holofoil,Hyper Rare,39.52,2026-01-22
Pupitar (Master Ball Pattern) | Holofoil,Common,7.19,2026-01-22
Raging Bolt ex | Holofoil,Special Illustration Rare,64.45,2026-01-22
Riolu (Master Ball Pattern) | Holofoil,Common,9.33,2026-01-22
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.41,2026-01-22
Roaring Moon ex | Holofoil,Special Illustration Rare,156.47,2026-01-22
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.48,2026-01-22
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.97,2026-01-22
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.13,2026-01-22
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.68,2026-01-22
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.71,2026-01-22
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.7,2026-01-22
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,306.24,2026-01-22
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.91,2026-01-22
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,5.61,2026-01-22
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.55,2026-01-22
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.6,2026-01-22
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.79,2026-01-22
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.35,2026-01-22
Umbreon ex - 060/131 | Holofoil,Double Rare,4.11,2026-01-22
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,827.53,2026-01-22
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.29,2026-01-22
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,178.18,2026-01-22
Walking Wake ex | Holofoil,Hyper Rare,5.63,2026-01-22
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.19,2026-01-22
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.66,2026-01-22
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.5,2026-01-23
Applin (Master Ball Pattern) | Holofoil,Common,2.07,2026-01-23
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.75,2026-01-23
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.28,2026-01-23
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.76,2026-01-23
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.43,2026-01-23
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.22,2026-01-23
Budew (Master Ball Pattern) | Holofoil,Common,3.6,2026-01-23
Ceruledge ex | Holofoil,Special Illustration Rare,93.05,2026-01-23
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.62,2026-01-23
Crispin - 171/131 | Holofoil,Special Illustration Rare,22.06,2026-01-23
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,88.38,2026-01-23
Drakloak (Master Ball Pattern) | Holofoil,Common,2.52,2026-01-23
Drayton | Holofoil,Special Illustration Rare,16.08,2026-01-23
Dreepy (Master Ball Pattern) | Holofoil,Common,3.11,2026-01-23
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.46,2026-01-23
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.25,2026-01-23
Duskull (Master Ball Pattern) | Holofoil,Common,2.12,2026-01-23
Eevee (Master Ball Pattern) | Holofoil,Common,10.16,2026-01-23
Eevee ex - 075/131 | Holofoil,Double Rare,3.68,2026-01-23
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,113.21,2026-01-23
Espeon (Master Ball Pattern) | Holofoil,Rare,19.45,2026-01-23
Espeon ex - 034/131 | Holofoil,Double Rare,2.02,2026-01-23
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,198.3,2026-01-23
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.89,2026-01-23
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.08,2026-01-23
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.67,2026-01-23
Flareon (Master Ball Pattern) | Holofoil,Rare,16.88,2026-01-23
Flareon ex - 014/131 | Holofoil,Double Rare,2.87,2026-01-23
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.25,2026-01-23
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.2,2026-01-23
Furfrou (Master Ball Pattern) | Holofoil,Common,5.46,2026-01-23
Gholdengo ex | Holofoil,Special Illustration Rare,52.15,2026-01-23
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.74,2026-01-23
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.47,2026-01-23
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.61,2026-01-23
Groudon (Master Ball Pattern) | Holofoil,Rare,7.97,2026-01-23
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.82,2026-01-23
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.37,2026-01-23
Houndoom (Master Ball Pattern) | Holofoil,Common,7.89,2026-01-23
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,4.63,2026-01-23
Iron Crown ex | Holofoil,Special Illustration Rare,34.36,2026-01-23
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.19,2026-01-23
Iron Leaves ex | Holofoil,Hyper Rare,5.04,2026-01-23
Iron Valiant ex | Holofoil,Special Illustration Rare,40.93,2026-01-23
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,26.94,2026-01-23
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.8,2026-01-23
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,141.88,2026-01-23
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.63,2026-01-23
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.77,2026-01-23
Larvitar (Master Ball Pattern) | Holofoil,Common,2.38,2026-01-23
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.45,2026-01-23
Leafeon ex - 006/131 | Holofoil,Double Rare,2.91,2026-01-23
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,241.0,2026-01-23
Lopunny (Master Ball Pattern) | Holofoil,Common,6.83,2026-01-23
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.36,2026-01-23
Noctowl (Master Ball Pattern) | Holofoil,Rare,8.03,2026-01-23
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.8,2026-01-23
Palafin ex | Holofoil,Special Illustration Rare,41.55,2026-01-23
Pecharunt ex | Holofoil,Special Illustration Rare,29.01,2026-01-23
Pikachu ex - 179/131 | Holofoil,Hyper Rare,39.91,2026-01-23
Pupitar (Master Ball Pattern) | Holofoil,Common,7.23,2026-01-23
Raging Bolt ex | Holofoil,Special Illustration Rare,64.93,2026-01-23
Riolu (Master Ball Pattern) | Holofoil,Common,9.44,2026-01-23
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.41,2026-01-23
Roaring Moon ex | Holofoil,Special Illustration Rare,156.83,2026-01-23
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.5,2026-01-23
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,6.09,2026-01-23
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.21,2026-01-23
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.68,2026-01-23
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.71,2026-01-23
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.7,2026-01-23
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,305.82,2026-01-23
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.89,2026-01-23
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,5.85,2026-01-23
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.61,2026-01-23
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.51,2026-01-23
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.79,2026-01-23
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.42,2026-01-23
Umbreon ex - 060/131 | Holofoil,Double Rare,3.96,2026-01-23
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,861.53,2026-01-23
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.29,2026-01-23
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.23,2026-01-23
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,178.79,2026-01-23
Walking Wake ex | Holofoil,Hyper Rare,5.89,2026-01-23
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.19,2026-01-23
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.65,2026-01-23
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.36,2026-01-24
Applin (Master Ball Pattern) | Holofoil,Common,2.09,2026-01-24
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.8,2026-01-24
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.25,2026-01-24
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.73,2026-01-24
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.47,2026-01-24
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.3,2026-01-24
Budew (Master Ball Pattern) | Holofoil,Common,3.42,2026-01-24
Ceruledge ex | Holofoil,Special Illustration Rare,93.09,2026-01-24
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.56,2026-01-24
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.82,2026-01-24
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,88.38,2026-01-24
Drakloak (Master Ball Pattern) | Holofoil,Common,2.46,2026-01-24
Drayton | Holofoil,Special Illustration Rare,16.15,2026-01-24
Dreepy (Master Ball Pattern) | Holofoil,Common,3.1,2026-01-24
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.43,2026-01-24
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.36,2026-01-24
Duskull (Master Ball Pattern) | Holofoil,Common,2.08,2026-01-24
Eevee (Master Ball Pattern) | Holofoil,Common,10.16,2026-01-24
Eevee ex - 075/131 | Holofoil,Double Rare,3.76,2026-01-24
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,113.69,2026-01-24
Espeon (Master Ball Pattern) | Holofoil,Rare,19.34,2026-01-24
Espeon ex - 034/131 | Holofoil,Double Rare,2.12,2026-01-24
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,198.42,2026-01-24
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.92,2026-01-24
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.18,2026-01-24
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.62,2026-01-24
Flareon (Master Ball Pattern) | Holofoil,Rare,16.96,2026-01-24
Flareon ex - 014/131 | Holofoil,Double Rare,2.72,2026-01-24
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.2,2026-01-24
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.23,2026-01-24
Furfrou (Master Ball Pattern) | Holofoil,Common,5.51,2026-01-24
Gholdengo ex | Holofoil,Special Illustration Rare,52.24,2026-01-24
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.76,2026-01-24
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.75,2026-01-24
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.59,2026-01-24
Groudon (Master Ball Pattern) | Holofoil,Rare,7.94,2026-01-24
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.63,2026-01-24
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.4,2026-01-24
Houndoom (Master Ball Pattern) | Holofoil,Common,7.93,2026-01-24
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,4.84,2026-01-24
Iron Crown ex | Holofoil,Special Illustration Rare,34.36,2026-01-24
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.11,2026-01-24
Iron Leaves ex | Holofoil,Hyper Rare,5.15,2026-01-24
Iron Valiant ex | Holofoil,Special Illustration Rare,41.03,2026-01-24
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,27.07,2026-01-24
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.72,2026-01-24
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,142.33,2026-01-24
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.66,2026-01-24
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.59,2026-01-24
Larvitar (Master Ball Pattern) | Holofoil,Common,2.37,2026-01-24
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.47,2026-01-24
Leafeon ex - 006/131 | Holofoil,Double Rare,2.82,2026-01-24
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,240.04,2026-01-24
Lopunny (Master Ball Pattern) | Holofoil,Common,6.81,2026-01-24
Munkidori (Master Ball Pattern) | Holofoil,Rare,10.01,2026-01-24
Noctowl (Master Ball Pattern) | Holofoil,Rare,7.89,2026-01-24
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.8,2026-01-24
Palafin ex | Holofoil,Special Illustration Rare,40.84,2026-01-24
Pecharunt ex | Holofoil,Special Illustration Rare,29.02,2026-01-24
Pikachu ex - 179/131 | Holofoil,Hyper Rare,40.22,2026-01-24
Pupitar (Master Ball Pattern) | Holofoil,Common,7.22,2026-01-24
Raging Bolt ex | Holofoil,Special Illustration Rare,65.32,2026-01-24
Riolu (Master Ball Pattern) | Holofoil,Common,9.47,2026-01-24
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.28,2026-01-24
Roaring Moon ex | Holofoil,Special Illustration Rare,156.83,2026-01-24
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.5,2026-01-24
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.83,2026-01-24
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.21,2026-01-24
Slowpoke (Master Ball Pattern) | Holofoil,Common,2.63,2026-01-24
Suicune (Master Ball Pattern) | Holofoil,Uncommon,9.79,2026-01-24
Sylveon (Master Ball Pattern) | Holofoil,Rare,25.7,2026-01-24
Sylveon ex - 156/131 | Holofoil,Special Illustration Rare,305.82,2026-01-24
Teal Mask Ogerpon ex - 145/131 | Holofoil,Special Illustration Rare,20.88,2026-01-24
Teal Mask Ogerpon ex - 177/131 | Holofoil,Hyper Rare,5.97,2026-01-24
Terapagos ex - 169/131 | Holofoil,Special Illustration Rare,32.47,2026-01-24
Terapagos ex - 180/131 | Holofoil,Hyper Rare,7.46,2026-01-24
Umbreon (Master Ball Pattern) | Holofoil,Rare,59.94,2026-01-24
Umbreon (Poke Ball Pattern) | Holofoil,Rare,2.36,2026-01-24
Umbreon ex - 060/131 | Holofoil,Double Rare,4.26,2026-01-24
Umbreon ex - 161/131 | Holofoil,Special Illustration Rare,855.53,2026-01-24
Vaporeon (Master Ball Pattern) | Holofoil,Rare,18.28,2026-01-24
Vaporeon ex - 023/131 | Holofoil,Double Rare,2.25,2026-01-24
Vaporeon ex - 149/131 | Holofoil,Special Illustration Rare,178.79,2026-01-24
Walking Wake ex | Holofoil,Hyper Rare,5.87,2026-01-24
Wellspring Mask Ogerpon ex - 152/131 | Holofoil,Special Illustration Rare,14.2,2026-01-24
Whimsicott (Master Ball Pattern) | Holofoil,Rare,9.64,2026-01-24
Amarys - 170/131 | Holofoil,Special Illustration Rare,13.39,2026-01-25
Applin (Master Ball Pattern) | Holofoil,Common,2.06,2026-01-25
Archaludon (Master Ball Pattern) | Holofoil,Rare,3.81,2026-01-25
Aromatisse (Master Ball Pattern) | Holofoil,Common,5.44,2026-01-25
Bloodmoon Ursaluna (Master Ball Pattern) | Holofoil,Rare,6.73,2026-01-25
Bloodmoon Ursaluna ex | Holofoil,Special Illustration Rare,65.0,2026-01-25
Bronzong (Master Ball Pattern) | Holofoil,Uncommon,5.21,2026-01-25
Budew (Master Ball Pattern) | Holofoil,Common,3.39,2026-01-25
Ceruledge ex | Holofoil,Special Illustration Rare,93.09,2026-01-25
Cornerstone Mask Ogerpon ex - 160/131 | Holofoil,Special Illustration Rare,15.73,2026-01-25
Crispin - 171/131 | Holofoil,Special Illustration Rare,21.55,2026-01-25
Dragapult ex - 165/131 | Holofoil,Special Illustration Rare,88.21,2026-01-25
Drakloak (Master Ball Pattern) | Holofoil,Common,2.36,2026-01-25
Drayton | Holofoil,Special Illustration Rare,16.08,2026-01-25
Dreepy (Master Ball Pattern) | Holofoil,Common,3.15,2026-01-25
Dudunsparce (Master Ball Pattern) | Holofoil,Rare,10.42,2026-01-25
Dusknoir (Master Ball Pattern) | Holofoil,Rare,8.36,2026-01-25
Duskull (Master Ball Pattern) | Holofoil,Common,2.08,2026-01-25
Eevee (Master Ball Pattern) | Holofoil,Common,10.15,2026-01-25
Eevee ex - 075/131 | Holofoil,Double Rare,3.61,2026-01-25
Eevee ex - 167/131 | Holofoil,Special Illustration Rare,115.09,2026-01-25
Espeon (Master Ball Pattern) | Holofoil,Rare,19.34,2026-01-25
Espeon ex - 155/131 | Holofoil,Special Illustration Rare,199.0,2026-01-25
Exeggutor (Master Ball Pattern) | Holofoil,Uncommon,9.84,2026-01-25
Fan Rotom (Master Ball Pattern) | Holofoil,Common,2.14,2026-01-25
Fezandipiti (Master Ball Pattern) | Holofoil,Rare,5.54,2026-01-25
Flareon (Master Ball Pattern) | Holofoil,Rare,17.06,2026-01-25
Flareon ex - 014/131 | Holofoil,Double Rare,2.78,2026-01-25
Flareon ex - 146/131 | Holofoil,Special Illustration Rare,158.38,2026-01-25
Flutter Mane (Master Ball Pattern) | Holofoil,Rare,8.09,2026-01-25
Furfrou (Master Ball Pattern) | Holofoil,Common,5.48,2026-01-25
Gholdengo ex | Holofoil,Special Illustration Rare,52.0,2026-01-25
Glaceon (Master Ball Pattern) | Holofoil,Rare,18.72,2026-01-25
Glaceon ex - 150/131 | Holofoil,Special Illustration Rare,175.38,2026-01-25
Great Tusk (Master Ball Pattern) | Holofoil,Uncommon,5.57,2026-01-25
Groudon (Master Ball Pattern) | Holofoil,Rare,8.25,2026-01-25
Hearthflame Mask Ogerpon ex - 148/131 | Holofoil,Special Illustration Rare,18.48,2026-01-25
Hippowdon (Master Ball Pattern) | Holofoil,Common,5.39,2026-01-25
Houndoom (Master Ball Pattern) | Holofoil,Common,8.04,2026-01-25
Iron Boulder (Master Ball Pattern) | Holofoil,Rare,5.06,2026-01-25
Iron Crown ex | Holofoil,Special Illustration Rare,34.75,2026-01-25
Iron Hands ex - 154/131 | Holofoil,Special Illustration Rare,35.24,2026-01-25
Iron Leaves ex | Holofoil,Hyper Rare,5.06,2026-01-25
Iron Valiant ex | Holofoil,Special Illustration Rare,41.16,2026-01-25
Janine's Secret Art - 173/131 | Holofoil,Special Illustration Rare,27.05,2026-01-25
Jolteon (Master Ball Pattern) | Holofoil,Rare,16.72,2026-01-25
Jolteon ex - 153/131 | Holofoil,Special Illustration Rare,142.38,2026-01-25
Kieran - 174/131 | Holofoil,Special Illustration Rare,20.66,2026-01-25
Lacey - 175/131 | Holofoil,Special Illustration Rare,28.62,2026-01-25
Larvitar (Master Ball Pattern) | Holofoil,Common,2.37,2026-01-25
Leafeon (Master Ball Pattern) | Holofoil,Rare,21.49,2026-01-25
Leafeon ex - 006/131 | Holofoil,Double Rare,2.6,2026-01-25
Leafeon ex - 144/131 | Holofoil,Special Illustration Rare,239.17,2026-01-25
Lopunny (Master Ball Pattern) | Holofoil,Common,6.7,2026-01-25
Munkidori (Master Ball Pattern) | Holofoil,Rare,9.97,2026-01-25
Noctowl (Master Ball Pattern) | Holofoil,Rare,7.96,2026-01-25
Okidogi (Master Ball Pattern) | Holofoil,Rare,5.79,2026-01-25
Palafin ex | Holofoil,Special Illustration Rare,40.57,2026-01-25
Pecharunt ex | Holofoil,Special Illustration Rare,29.02,2026-01-25
Pikachu ex - 179/131 | Holofoil,Hyper Rare,40.82,2026-01-25
Pupitar (Master Ball Pattern) | Holofoil,Common,7.28,2026-01-25
Raging Bolt ex | Holofoil,Special Illustration Rare,65.32,2026-01-25
Riolu (Master Ball Pattern) | Holofoil,Common,9.76,2026-01-25
Roaring Moon (Master Ball Pattern) | Holofoil,Rare,5.39,2026-01-25
Roaring Moon ex | Holofoil,Special Illustration Rare,157.24,2026-01-25
Sandy Shocks ex - 159/131 | Holofoil,Special Illustration Rare,24.46,2026-01-25
Scream Tail (Master Ball Pattern) | Holofoil,Uncommon,5.94,2026-01-25
Shaymin (Master Ball Pattern) | Holofoil,Uncommon,6.18,2026-01-25
